Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
664,Manuel Neuer,GK,de Germany,40,1.de Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
665,João Neves,MF,pt Portugal,21,1.fr PSG,2004,5,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
666,Rúben Neves,MF,pt Portugal,29,1.sa Al-Hilal,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
667,Neymar,"FW,MF",br Brazil,34,1.br Santos,1992,2,0,39,0.4,1,0,1,0,1,1,1,0,2.31,0,2.31,0,0,Matches
668,Nathan Ngoy,DF,be Belgium,23,1.fr Lille,2003,4,4,335,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
669,Moussa Niakhaté,DF,sn Senegal,30,1.fr Lyon,1996,4,4,390,4.3,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
670,Gustaf Nilsson,FW,se Sweden,29,1.be Club Brugge,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
671,Felix Nmecha,MF,de Germany,25,1.de Dortmund,2000,4,4,270,3,1,1,2,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,Matches
672,Kristoffer Nordfeldt,GK,se Sweden,36,1.se AIK Stockholm,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
673,Tyrese Noslin,MF,cw Curaçao,23,1.nl Telstar,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
674,Ernest Nuamah,MF,gh Ghana,22,1.fr Lyon,2003,3,1,89,1,0,1,1,0,0,0,0,0,0,1.01,1.01,0,1.01,Matches
675,Matheus Nunes,"DF,MF",pt Portugal,27,1.eng Manchester City,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Darwin Núñez,FW,uy Uruguay,26,1.sa Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
677,Antonio Nusa,FW,no Norway,21,1.de RB Leipzig,2005,6,4,318,3.5,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
678,Benjamin Nygren,MF,se Sweden,24,1.sct Celtic,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
679,Ørjan Nyland,GK,no Norway,35,1.es Sevilla,1990,5,5,480,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
680,Aiden O'Neill,MF,au Australia,27,1.us NYCFC,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
681,Nico O'Reilly,DF,eng England,21,1.eng Manchester City,2005,7,5,461,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
682,Salim Obaid,DF,jo Jordan,34,1.jo Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
683,Armando Obispo,DF,cw Curaçao,27,1.nl PSV,1999,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Guillermo Ochoa,GK,mx Mexico,40,1.cy AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
685,K?ki Ogawa,FW,jp Japan,28,1.nl NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0,2.14,2.14,0,2.14,Matches
686,Braian Ojeda,MF,py Paraguay,25,1.us Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
687,Noah Okafor,"FW,MF",ch Switzerland,26,1.eng Leeds United,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
688,Ime Okon,DF,za South Africa,22,2.de Hannover 96,2004,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
689,Paul Okon-Engstler,MF,au Australia,21,1.au Sydney FC,2005,4,2,197,2.2,0,1,1,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
690,Ben Old,MF,nz New Zealand,23,2.fr Saint-Étienne,2002,3,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
691,Michael Olise,MF,fr France,24,1.de Bayern Munich,2001,8,8,646,7.2,0,7,7,0,0,0,1,0,0,0.98,0.98,0,0.98,Matches
692,Mathías Olivera,DF,uy Uruguay,28,1.it Napoli,1997,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
693,Dani Olmo,MF,es Spain,28,1.es Barcelona,1998,8,6,491,5.5,0,2,2,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
694,Tani Oluwaseyi,FW,ca Canada,26,1.es Villarreal,2000,5,3,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
695,Ali Olwan,MF,jo Jordan,26,1.qa Al-Sailiya SC,2000,3,3,268,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
696,Amadou Onana,MF,be Belgium,24,1.eng Aston Villa,2001,4,2,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
697,Christopher Opéri,DF,ci Côte d'Ivoire,29,1.tr Ba?ak?ehir,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
698,Jerome Opoku,DF,gh Ghana,27,1.tr Ba?ak?ehir,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
699,Joel Ordóñez,DF,ec Ecuador,22,1.be Club Brugge,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
700,Jonathan Osorio,MF,ca Canada,34,1.us Toronto FC,1992,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Nicolás Otamendi,DF,ar Argentina,38,1.pt Benfica,1988,7,1,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
702,Zakaria El Ouahdi,"DF,MF",ma Morocco,24,1.be Genk,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
703,Ayoub Al-Oui,DF,qa Qatar,21,1.qa Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
704,Azzedine Ounahi,MF,ma Morocco,26,1.es Girona,2000,6,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
705,Mohammed Al-Owais,GK,sa Saudi Arabia,34,1.sa Al-Ula,1991,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
706,Elisha Owusu,MF,gh Ghana,28,1.fr Auxerre,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
707,Mikel Oyarzabal,FW,es Spain,29,1.es Real Sociedad,1997,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15,0.9,0.6,0.75,Matches
708,Salih Özcan,MF,tr Türkiye,28,1.de Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
709,Willian Pacho,DF,ec Ecuador,24,1.fr PSG,2001,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
710,Kendry Páez,MF,ec Ecuador,19,1.ar River Plate,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
711,Exequiel Palacios,DF,ar Argentina,27,1.de Leverkusen,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
712,Lucas Paquetá,MF,br Brazil,28,1.br Flamengo,1997,4,4,233,2.6,0,1,1,0,0,0,0,0,0,0.39,0.39,0,0.39,Matches
713,Leandro Paredes,MF,ar Argentina,31,1.ar Boca Juniors,1994,7,4,473,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
714,Thomas Partey,MF,gh Ghana,33,1.es Villarreal,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
715,Marco Pašali?,MF,hr Croatia,25,1.us Orlando City,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
716,Mario Pašali?,MF,hr Croatia,31,1.it Atalanta,1995,4,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
717,Nathan Patterson,DF,sct Scotland,24,1.eng Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
718,João Paulo Fernandes,DF,cv Cabo Verde,28,1.ro FCSB,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
719,Aleksandar Pavlovic,MF,de Germany,22,1.de Bayern Munich,2004,4,4,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
720,Tim Payne,DF,nz New Zealand,32,1.au Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
721,Nicolás Paz,MF,ar Argentina,21,1.it Como,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
722,Marcus Pedersen,DF,no Norway,25,1.it Torino,2000,4,1,236,2.6,1,0,1,1,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
723,Pedri,MF,es Spain,23,1.es Barcelona,2002,8,5,499,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
724,Nicolas Pépé,FW,ci Côte d'Ivoire,31,1.es Villarreal,1995,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,Matches
725,Ricardo Pepi,FW,us USA,23,1.nl PSV,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Kojo Peprah Oppong,DF,gh Ghana,22,1.fr Nice,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
727,Ivan Periši?,"MF,DF",hr Croatia,37,1.nl PSV,1989,4,4,360,4,1,1,2,1,0,0,2,0,0.25,0.25,0.5,0.25,0.5,Matches
728,Jens Petter Hauge,"DF,FW",no Norway,26,1.no Bodø/Glimt,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
729,Charles Pickel,"DF,MF",cd Congo DR,29,1.es Espanyol,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
730,Jordan Pickford,GK,eng England,32,1.eng Everton,1994,7,7,660,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
731,Pico,DF,cv Cabo Verde,33,1.ie Shamrock,1992,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
732,Frantzdy Pierrot,FW,ht Haiti,31,1.tr Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
733,Kevin Pina,MF,cv Cabo Verde,29,1.ru Krasnodar,1997,4,4,349,3.9,1,0,1,1,0,0,1,0,0.26,0,0.26,0.26,0.26,Matches
734,Wagner Pina,DF,cv Cabo Verde,23,1.tr Trabzonspor,2002,1,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
735,Orbelín Pineda,"FW,MF",mx Mexico,30,1.gr AEK Athens,1996,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
736,Yéremy Pino,"FW,MF",es Spain,23,1.eng Crystal Palace,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
737,Isidro Pitta,FW,py Paraguay,26,1.br RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
738,Johny Placide,GK,ht Haiti,38,2.fr Bastia,1988,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
739,Gonzalo Plata,FW,ec Ecuador,25,1.br Flamengo,2000,4,4,360,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
740,Marin Pongra?i?,DF,hr Croatia,28,1.it Fiorentina,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
741,Jackson Porozo,DF,ec Ecuador,25,1.mx Tijuana,2000,1,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
742,Pedro Porro,DF,es Spain,26,1.eng Tottenham,1999,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
743,Stefan Posch,DF,at Austria,29,1.de Mainz 05,1997,4,4,331,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
744,Alexander Prass,"DF,MF",at Austria,25,1.de Hoffenheim,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
745,Ángelo Preciado,"DF,MF",ec Ecuador,28,1.br Atlético Mineiro,1998,4,0,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
746,Ruben Providence,MF,ht Haiti,24,2.nl Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
747,Lukáš Provod,FW,cz Czechia,29,1.cz Slavia Prague,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
748,Marc Pubill,DF,es Spain,22,1.es Atlético Madrid,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
749,Gustavo Puerta,MF,co Colombia,22,2.es Racing Sant,2003,5,5,469,5.2,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
750,Christian Pulisic,MF,us USA,27,1.it Milan,1998,4,3,223,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Ahmed Qasem,"MF,FW",iq Iraq,22,1.us Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
752,Jarell Quansah,DF,eng England,23,1.de Leverkusen,2003,3,3,197,2.2,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
753,Julián Quiñones,"FW,MF",mx Mexico,29,1.sa Al-Qadsiah,1997,5,5,410,4.6,4,1,5,4,0,0,0,0,0.88,0.22,1.1,0.88,1.1,Matches
754,Alberto Quintero,"FW,MF",pa Panama,38,1.pa Plaza Amador,1987,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
755,Juan Quintero,"FW,MF",co Colombia,33,1.ar River Plate,1993,4,0,121,1.3,0,1,1,0,0,0,0,0,0,0.74,0.74,0,0.74,Matches
756,Ramy Rabia,DF,eg Egypt,33,1.ae Al Ain,1993,5,3,372,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
757,Adrien Rabiot,MF,fr France,31,1.it Milan,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
758,Stjepan Radelji?,DF,ba Bosnia–Herz,28,1.hr Rijeka,1997,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
759,Soufiane Rahimi,FW,ma Morocco,30,1.ae Al Ain,1996,6,0,163,1.8,2,1,3,2,0,0,0,0,1.1,0.55,1.66,1.1,1.66,Matches
760,Abdul Rahman Baba,"DF,MF",gh Ghana,31,1.gr PAOK,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
761,Anthony Ralston,DF,sct Scotland,27,1.sct Celtic,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
762,Gonçalo Ramos,FW,pt Portugal,24,1.fr PSG,2001,2,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0,2.5,2.5,2.5,Matches
763,Jiovany Ramos,DF,pa Panama,29,1.ve Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
764,Jesse Randall,MF,nz New Zealand,23,1.au Auckland FC,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
765,Raúl Rangel,GK,mx Mexico,26,1.mx Guadalajara,2000,5,5,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
766,Raphinha,"MF,FW",br Brazil,29,1.es Barcelona,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Nizar Al Rashdan,MF,jo Jordan,27,1.qa Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
768,Marcus Rashford,MF,eng England,28,1.es Barcelona,1997,6,3,223,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.81,0.4,0.81,Matches
769,Nicolas Raskin,MF,be Belgium,25,1.sct Rangers,2001,6,3,341,3.8,0,2,2,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
770,David Raum,DF,de Germany,28,1.de RB Leipzig,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
771,Noor Al Rawabdeh,MF,jo Jordan,29,1.my Selangor FA,1997,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
772,Rayan,"FW,MF",br Brazil,19,1.eng Bournemouth,2006,4,3,288,3.2,0,1,1,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
773,Iqraam Rayners,FW,za South Africa,30,1.za Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
774,Tim Ream,DF,us USA,38,1.us Charlotte,1987,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
775,Tijjani Reijnders,MF,nl Netherlands,27,1.eng Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Omar Rekik,DF,tn Tunisia,24,1.si NK Maribor,2001,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
777,Israel Reyes,DF,mx Mexico,26,1.mx América,2000,4,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
778,Gio Reyna,MF,us USA,23,1.de Gladbach,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0,0.69,0.69,0.69,Matches
779,Ramin Rezaeian,"DF,MF",ir IR Iran,36,1.ir Foolad,1990,3,3,270,3,2,1,3,2,0,0,0,0,0.67,0.33,1,0.67,1,Matches
780,Chadi Riad,DF,ma Morocco,22,1.eng Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
781,Declan Rice,MF,eng England,27,1.eng Arsenal,1999,7,7,557,6.2,1,2,3,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,Matches
782,Chris Richards,DF,us USA,26,1.eng Crystal Palace,2000,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
783,Fabian Rieder,"MF,FW",ch Switzerland,24,1.de Augsburg,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
784,Richard Ríos,MF,co Colombia,26,1.pt Benfica,2000,5,0,140,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
785,Ró-Ró,DF,qa Qatar,35,1.qa Al Sadd,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
786,Andy Robertson,DF,sct Scotland,32,1.eng Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
787,Antonee Robinson,"DF,MF",us USA,28,1.eng Fulham,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
788,Miles Robinson,DF,us USA,29,1.us FC Cincinnati,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
789,Sergio Rochet,GK,uy Uruguay,33,1.br Internacional,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
790,Rodri,MF,es Spain,29,1.eng Manchester City,1996,8,8,724,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
791,Garry Rodrigues,MF,cv Cabo Verde,35,1.cy Apollon Limassol,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
792,Brian Rodríguez,"FW,MF",uy Uruguay,26,1.mx América,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,James Rodríguez,"FW,MF",co Colombia,34,1.us Minnesota Utd,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
794,Kevin Rodríguez,FW,ec Ecuador,26,1.be Union SG,2000,4,0,118,1.3,0,1,1,0,0,0,0,0,0,0.76,0.76,0,0.76,Matches
795,Ricardo Rodríguez,DF,ch Switzerland,33,1.es Real Betis,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
796,Tomás Rodríguez,FW,pa Panama,27,1.cr Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
797,Godfried Roemeratoe,MF,cw Curaçao,26,2.nl RKC Waalwijk,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
798,Morgan Rogers,MF,eng England,23,1.eng Aston Villa,2002,7,3,339,3.8,0,1,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
799,Cristian Romero,DF,ar Argentina,28,1.eng Tottenham,1998,7,7,608,6.8,1,0,1,1,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
800,Luis Romo,MF,mx Mexico,31,1.mx Guadalajara,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,Cristiano Ronaldo,FW,pt Portugal,41,1.sa Al-Nassr,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0,0.61,0.41,0.41,Matches
802,Eloy Room,GK,cw Curaçao,37,2.us Miami FC,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
803,Marten de Roon,"DF,MF",nl Netherlands,35,1.it Atalanta,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
804,Saed Al-Rosan,DF,jo Jordan,29,1.jo Al-Hussein SC,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
805,Antonio Rüdiger,DF,de Germany,33,1.es Real Madrid,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
806,Fabián Ruiz Peña,MF,es Spain,30,1.fr PSG,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
807,Mathew Ryan,GK,au Australia,34,1.es Levante,1992,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
808,Julian Ryerson,DF,no Norway,28,1.de Dortmund,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
809,Elias Saad,"MF,FW",tn Tunisia,26,2.de Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
810,Marwane Saâdane,"DF,MF",ma Morocco,34,1.sa Al-Fateh,1992,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
811,Mustafa Saadoon,DF,iq Iraq,25,1.iq Al-Shorta,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
812,Mahmoud Saber,MF,eg Egypt,24,1.eg ZED,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0,1.96,1.96,1.96,Matches
813,Marcel Sabitzer,MF,at Austria,32,1.de Dortmund,1994,4,4,360,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
814,Noah Sadiki,MF,cd Congo DR,21,1.eng Sunderland,2004,4,2,259,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
815,Michal Sadílek,MF,cz Czechia,27,1.cz Slavia Prague,1999,3,2,183,2,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
816,Alexis Saelemaekers,MF,be Belgium,26,1.it Milan,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0,1.08,1.08,1.08,Matches
817,Ismael Saibari,FW,ma Morocco,25,1.nl PSV,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0,0.71,0.71,0.71,Matches
818,Bukayo Saka,MF,eng England,24,1.eng Arsenal,2001,7,3,358,4,3,3,6,2,1,1,0,0,0.75,0.75,1.51,0.5,1.26,Matches
819,Mohamed Salah,"FW,MF",eg Egypt,33,1.eng Liverpool,1992,5,5,425,4.7,1,2,3,1,0,0,0,0,0.21,0.42,0.64,0.21,0.64,Matches
820,Anass Salah-Eddine,DF,ma Morocco,24,1.nl PSV,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
821,Nathan Saliba,MF,ca Canada,22,1.be Anderlecht,2004,3,2,182,2,1,2,3,1,0,0,1,0,0.49,0.99,1.48,0.49,1.48,Matches
822,William Saliba,DF,fr France,25,1.eng Arsenal,2001,6,6,479,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
823,Shurandy Sambo,DF,cw Curaçao,24,1.nl Sparta R.,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
824,Antonio Sanabria,FW,py Paraguay,30,1.it Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
825,Davinson Sánchez,DF,co Colombia,30,1.tr Galatasaray,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Jorge Sánchez,DF,mx Mexico,28,1.gr PAOK,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,Matches
827,Alex Sandro,"DF,MF",br Brazil,35,1.br Flamengo,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
828,Leroy Sané,MF,de Germany,30,1.tr Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
829,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28,1.eng Nottingham,1997,4,3,268,3,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
830,Kaish? Sano,MF,jp Japan,25,1.de Mainz 05,2000,3,3,270,3,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches
