HomeTeam,AwayTeam,FTHG,FTAG,FTR
Hereford,Gateshead,0,2,A
Hereford,Gloucester City,2,1,H
Hereford,Guiseley,2,0,H
Hereford,Kettering Town,3,0,H
Hereford,Kidderminster Harriers,2,0,H
Hereford,Leamington,1,1,D
Hereford,Southport,0,1,A
Hereford,Spennymoor Town,0,2,A
Hereford,York City,1,1,D
Kettering Town,AFC Fylde,1,1,D
Kettering Town,AFC Telford United,2,2,D
Kettering Town,Alfreton Town,1,0,H
Kettering Town,Blyth Spartans,4,0,H
Kettering Town,Boston United,2,3,A
Kettering Town,Brackley Town,3,1,H
Kettering Town,Bradford (Park Avenue),1,0,H
Kettering Town,Chester,0,0,D
Kettering Town,Chorley,2,1,H
Kettering Town,Curzon Ashton,3,0,H
Kettering Town,Darlington,1,3,A
Kettering Town,Farsley Celtic,1,1,D
Kettering Town,Gateshead,1,1,D
Kettering Town,Gloucester City,1,0,H
Kettering Town,Guiseley,0,2,A
Kettering Town,Hereford,1,1,D
Kettering Town,Kidderminster Harriers,0,1,A
Kettering Town,Leamington,1,1,D
Kettering Town,Southport,2,1,H
Kettering Town,Spennymoor Town,1,2,A
Kettering Town,York City,2,0,H
Kidderminster Harriers,AFC Fylde,0,1,A
Kidderminster Harriers,AFC Telford United,3,0,H
Kidderminster Harriers,Alfreton Town,0,1,A
Kidderminster Harriers,Blyth Spartans,3,0,H
Kidderminster Harriers,Boston United,3,1,H
Kidderminster Harriers,Brackley Town,0,2,A
Kidderminster Harriers,Bradford (Park Avenue),5,1,H
Kidderminster Harriers,Chester,3,1,H
Kidderminster Harriers,Chorley,1,1,D
Kidderminster Harriers,Curzon Ashton,5,0,H
Kidderminster Harriers,Darlington,1,0,H
Kidderminster Harriers,Farsley Celtic,2,1,H
Kidderminster Harriers,Gateshead,2,3,A
Kidderminster Harriers,Gloucester City,0,0,D
Kidderminster Harriers,Guiseley,3,0,H
Kidderminster Harriers,Hereford,3,0,H
Kidderminster Harriers,Kettering Town,0,0,D
Kidderminster Harriers,Leamington,3,0,H
Kidderminster Harriers,Southport,6,0,H
Kidderminster Harriers,Spennymoor Town,4,0,H
Kidderminster Harriers,York City,3,0,H
Leamington,AFC Fylde,0,2,A
Leamington,AFC Telford United,2,2,D
Leamington,Alfreton Town,1,2,A
Leamington,Blyth Spartans,1,0,H
Leamington,Boston United,2,0,H
Leamington,Brackley Town,0,0,D
Leamington,Bradford (Park Avenue),1,1,D
Leamington,Chester,3,0,H
Leamington,Chorley,2,1,H
Leamington,Curzon Ashton,0,3,A
Leamington,Darlington,0,1,A
Leamington,Farsley Celtic,3,0,H
Leamington,Gateshead,2,1,H
Leamington,Gloucester City,0,1,A
Leamington,Guiseley,1,0,H
Leamington,Hereford,0,0,D
Leamington,Kettering Town,0,4,A
Leamington,Kidderminster Harriers,2,0,H
Leamington,Southport,1,1,D
Leamington,Spennymoor Town,2,1,H
Leamington,York City,2,0,H
Southport,AFC Fylde,0,0,D
Southport,AFC Telford United,1,1,D
Southport,Alfreton Town,2,0,H
Southport,Blyth Spartans,2,3,A
Southport,Boston United,4,1,H
Southport,Brackley Town,0,0,D
Southport,Bradford (Park Avenue),1,0,H
Southport,Chester,3,2,H
Southport,Chorley,0,0,D
Southport,Curzon Ashton,0,0,D
Southport,Darlington,3,0,H
Southport,Farsley Celtic,4,0,H
Southport,Gateshead,3,3,D
Southport,Gloucester City,2,2,D
Southport,Guiseley,2,1,H
Southport,Hereford,2,0,H
Southport,Kettering Town,0,1,A
Southport,Kidderminster Harriers,1,1,D
Southport,Leamington,1,1,D
Southport,Spennymoor Town,1,1,D
Southport,York City,3,3,D
Spennymoor Town,AFC Fylde,0,1,A
Spennymoor Town,AFC Telford United,1,0,H
Spennymoor Town,Alfreton Town,0,2,A
Spennymoor Town,Blyth Spartans,3,0,H
Spennymoor Town,Boston United,1,1,D
Spennymoor Town,Brackley Town,1,1,D
Spennymoor Town,Bradford (Park Avenue),0,2,A
Spennymoor Town,Chester,4,2,H
Spennymoor Town,Chorley,2,0,H
Spennymoor Town,Curzon Ashton,2,2,D
Spennymoor Town,Darlington,1,1,D
Spennymoor Town,Farsley Celtic,6,0,H
Spennymoor Town,Gateshead,1,2,A
Spennymoor Town,Gloucester City,0,0,D
Spennymoor Town,Guiseley,2,1,H
Spennymoor Town,Hereford,1,0,H
Spennymoor Town,Kettering Town,2,1,H
Spennymoor Town,Kidderminster Harriers,0,0,D
Spennymoor Town,Leamington,1,0,H
Spennymoor Town,Southport,3,2,H
Spennymoor Town,York City,1,3,A
York City,AFC Fylde,2,1,H
York City,AFC Telford United,3,1,H
York City,Alfreton Town,1,0,H
York City,Blyth Spartans,4,0,H
York City,Boston United,0,1,A
York City,Brackley Town,1,2,A
York City,Bradford (Park Avenue),0,3,A
York City,Chester,1,0,H
York City,Chorley,1,1,D
York City,Curzon Ashton,0,0,D
York City,Darlington,3,1,H
York City,Farsley Celtic,4,2,H
York City,Gateshead,1,1,D
York City,Gloucester City,1,1,D
York City,Guiseley,3,0,H
York City,Hereford,0,1,A
York City,Kettering Town,1,2,A
York City,Kidderminster Harriers,1,2,A
York City,Leamington,1,0,H
York City,Southport,3,1,H
York City,Spennymoor Town,1,0,H
