HomeTeam,AwayTeam,FTHG,FTAG,FTR
Hereford,Peterborough Sports,0,1,A
Hereford,Rushall Olympic,1,0,H
Hereford,Scarborough Athletic,3,1,H
Hereford,Scunthorpe United,1,5,A
Hereford,South Shields,0,3,A
Hereford,Southport,0,1,A
Hereford,Spennymoor Town,2,1,H
Hereford,Tamworth,0,0,D
Hereford,Warrington Town,2,1,H
King's Lynn Town,Alfreton Town,2,1,H
King's Lynn Town,Banbury United,1,2,A
King's Lynn Town,Bishop's Stortford,3,2,H
King's Lynn Town,Blyth Spartans,1,1,D
King's Lynn Town,Boston United,1,2,A
King's Lynn Town,Brackley Town,2,2,D
King's Lynn Town,Buxton,1,3,A
King's Lynn Town,Chester,0,0,D
King's Lynn Town,Chorley,1,0,H
King's Lynn Town,Curzon Ashton,0,4,A
King's Lynn Town,Darlington,0,1,A
King's Lynn Town,Farsley Celtic,0,0,D
King's Lynn Town,Gloucester City,1,1,D
King's Lynn Town,Hereford,2,2,D
King's Lynn Town,Peterborough Sports,0,1,A
King's Lynn Town,Rushall Olympic,2,1,H
King's Lynn Town,Scarborough Athletic,3,4,A
King's Lynn Town,Scunthorpe United,3,1,H
King's Lynn Town,South Shields,3,1,H
King's Lynn Town,Southport,1,4,A
King's Lynn Town,Spennymoor Town,0,1,A
King's Lynn Town,Tamworth,1,1,D
King's Lynn Town,Warrington Town,0,0,D
Peterborough Sports,Alfreton Town,1,1,D
Peterborough Sports,Banbury United,2,0,H
Peterborough Sports,Bishop's Stortford,4,2,H
Peterborough Sports,Blyth Spartans,2,2,D
Peterborough Sports,Boston United,0,2,A
Peterborough Sports,Brackley Town,0,3,A
Peterborough Sports,Buxton,1,3,A
Peterborough Sports,Chester,1,1,D
Peterborough Sports,Chorley,1,3,A
Peterborough Sports,Curzon Ashton,1,1,D
Peterborough Sports,Darlington,2,0,H
Peterborough Sports,Farsley Celtic,1,0,H
Peterborough Sports,Gloucester City,1,0,H
Peterborough Sports,Hereford,1,4,A
Peterborough Sports,King's Lynn Town,1,1,D
Peterborough Sports,Rushall Olympic,4,0,H
Peterborough Sports,Scarborough Athletic,1,0,H
Peterborough Sports,Scunthorpe United,0,1,A
Peterborough Sports,South Shields,2,4,A
Peterborough Sports,Southport,2,0,H
Peterborough Sports,Spennymoor Town,0,2,A
Peterborough Sports,Tamworth,1,4,A
Peterborough Sports,Warrington Town,1,3,A
Rushall Olympic,Alfreton Town,1,1,D
Rushall Olympic,Banbury United,1,1,D
Rushall Olympic,Bishop's Stortford,4,0,H
Rushall Olympic,Blyth Spartans,1,3,A
Rushall Olympic,Boston United,1,0,H
Rushall Olympic,Brackley Town,0,2,A
Rushall Olympic,Buxton,0,3,A
Rushall Olympic,Chester,1,1,D
Rushall Olympic,Chorley,5,0,H
Rushall Olympic,Curzon Ashton,2,2,D
Rushall Olympic,Darlington,3,2,H
Rushall Olympic,Farsley Celtic,0,2,A
Rushall Olympic,Gloucester City,3,3,D
Rushall Olympic,Hereford,0,1,A
Rushall Olympic,King's Lynn Town,1,2,A
Rushall Olympic,Peterborough Sports,1,0,H
Rushall Olympic,Scarborough Athletic,4,2,H
Rushall Olympic,Scunthorpe United,0,3,A
Rushall Olympic,South Shields,2,0,H
Rushall Olympic,Southport,2,3,A
Rushall Olympic,Spennymoor Town,4,3,H
Rushall Olympic,Tamworth,1,2,A
Rushall Olympic,Warrington Town,0,0,D
Scarborough Athletic,Alfreton Town,0,1,A
Scarborough Athletic,Banbury United,3,0,H
Scarborough Athletic,Bishop's Stortford,5,0,H
Scarborough Athletic,Blyth Spartans,1,0,H
Scarborough Athletic,Boston United,3,2,H
Scarborough Athletic,Brackley Town,2,1,H
Scarborough Athletic,Buxton,1,0,H
Scarborough Athletic,Chester,1,0,H
Scarborough Athletic,Chorley,1,1,D
Scarborough Athletic,Curzon Ashton,0,2,A
Scarborough Athletic,Darlington,2,0,H
Scarborough Athletic,Farsley Celtic,1,2,A
Scarborough Athletic,Gloucester City,1,1,D
Scarborough Athletic,Hereford,3,0,H
Scarborough Athletic,King's Lynn Town,2,0,H
Scarborough Athletic,Peterborough Sports,1,1,D
Scarborough Athletic,Rushall Olympic,3,1,H
Scarborough Athletic,Scunthorpe United,0,0,D
Scarborough Athletic,South Shields,1,1,D
Scarborough Athletic,Southport,0,1,A
Scarborough Athletic,Spennymoor Town,1,1,D
Scarborough Athletic,Tamworth,0,1,A
Scarborough Athletic,Warrington Town,2,2,D
Scunthorpe United,Alfreton Town,1,0,H
Scunthorpe United,Banbury United,2,0,H
Scunthorpe United,Bishop's Stortford,6,1,H
Scunthorpe United,Blyth Spartans,5,1,H
Scunthorpe United,Boston United,2,2,D
Scunthorpe United,Brackley Town,1,0,H
Scunthorpe United,Buxton,0,3,A
Scunthorpe United,Chester,2,2,D
Scunthorpe United,Chorley,3,0,H
Scunthorpe United,Curzon Ashton,0,1,A
Scunthorpe United,Darlington,4,0,H
Scunthorpe United,Farsley Celtic,2,0,H
Scunthorpe United,Gloucester City,2,0,H
Scunthorpe United,Hereford,4,1,H
Scunthorpe United,King's Lynn Town,0,0,D
Scunthorpe United,Peterborough Sports,1,1,D
Scunthorpe United,Rushall Olympic,2,0,H
Scunthorpe United,Scarborough Athletic,4,1,H
Scunthorpe United,South Shields,3,1,H
Scunthorpe United,Southport,1,0,H
Scunthorpe United,Spennymoor Town,6,0,H
Scunthorpe United,Tamworth,0,1,A
Scunthorpe United,Warrington Town,1,0,H
South Shields,Alfreton Town,3,1,H
South Shields,Banbury United,4,0,H
South Shields,Bishop's Stortford,7,0,H
South Shields,Blyth Spartans,1,3,A
South Shields,Boston United,1,2,A
South Shields,Brackley Town,0,1,A
South Shields,Buxton,1,0,H
South Shields,Chester,0,1,A
South Shields,Chorley,2,1,H
South Shields,Curzon Ashton,0,0,D
South Shields,Darlington,0,4,A
South Shields,Farsley Celtic,2,1,H
South Shields,Gloucester City,3,0,H
South Shields,Hereford,0,0,D
South Shields,King's Lynn Town,2,0,H
South Shields,Peterborough Sports,1,2,A
South Shields,Rushall Olympic,2,0,H
South Shields,Scarborough Athletic,1,0,H
South Shields,Scunthorpe United,2,1,H
South Shields,Southport,3,0,H
South Shields,Spennymoor Town,2,0,H
South Shields,Tamworth,1,0,H
South Shields,Warrington Town,1,1,D
Southport,Alfreton Town,2,3,A
Southport,Banbury United,0,1,A
Southport,Bishop's Stortford,4,1,H
Southport,Blyth Spartans,2,3,A
Southport,Boston United,0,2,A
Southport,Brackley Town,3,1,H
Southport,Buxton,2,2,D
Southport,Chester,0,2,A
Southport,Chorley,0,2,A
Southport,Curzon Ashton,0,3,A
Southport,Darlington,2,0,H
Southport,Farsley Celtic,1,1,D
Southport,Gloucester City,2,1,H
Southport,Hereford,1,2,A
Southport,King's Lynn Town,0,4,A
Southport,Peterborough Sports,0,0,D
Southport,Rushall Olympic,3,0,H
Southport,Scarborough Athletic,3,1,H
Southport,Scunthorpe United,0,1,A
Southport,South Shields,1,0,H
Southport,Spennymoor Town,1,2,A
Southport,Tamworth,0,0,D
Southport,Warrington Town,0,4,A
Spennymoor Town,Alfreton Town,2,1,H
Spennymoor Town,Banbury United,5,2,H
Spennymoor Town,Bishop's Stortford,1,0,H
Spennymoor Town,Blyth Spartans,2,0,H
Spennymoor Town,Boston United,0,0,D
Spennymoor Town,Brackley Town,0,1,A
Spennymoor Town,Buxton,2,3,A
Spennymoor Town,Chester,1,1,D
Spennymoor Town,Chorley,0,2,A
Spennymoor Town,Curzon Ashton,1,2,A
Spennymoor Town,Darlington,2,1,H
Spennymoor Town,Farsley Celtic,3,1,H
Spennymoor Town,Gloucester City,3,0,H
Spennymoor Town,Hereford,2,0,H
Spennymoor Town,King's Lynn Town,3,0,H
Spennymoor Town,Peterborough Sports,0,0,D
Spennymoor Town,Rushall Olympic,3,0,H
Spennymoor Town,Scarborough Athletic,1,1,D
Spennymoor Town,Scunthorpe United,1,0,H
Spennymoor Town,South Shields,2,5,A
Spennymoor Town,Southport,5,1,H
Spennymoor Town,Tamworth,1,4,A
Spennymoor Town,Warrington Town,2,0,H
Tamworth,Alfreton Town,0,1,A
Tamworth,Banbury United,1,2,A
Tamworth,Bishop's Stortford,3,0,H
Tamworth,Blyth Spartans,3,1,H
Tamworth,Boston United,0,0,D
Tamworth,Brackley Town,1,0,H
Tamworth,Buxton,2,0,H
Tamworth,Chester,0,0,D
Tamworth,Chorley,2,1,H
Tamworth,Curzon Ashton,0,0,D
Tamworth,Darlington,4,0,H
Tamworth,Farsley Celtic,1,0,H
Tamworth,Gloucester City,1,0,H
Tamworth,Hereford,4,0,H
Tamworth,King's Lynn Town,3,1,H
Tamworth,Peterborough Sports,3,0,H
Tamworth,Rushall Olympic,2,1,H
Tamworth,Scarborough Athletic,2,0,H
Tamworth,Scunthorpe United,1,2,A
Tamworth,South Shields,3,2,H
Tamworth,Southport,4,0,H
Tamworth,Spennymoor Town,2,0,H
Tamworth,Warrington Town,1,1,D
Warrington Town,Alfreton Town,2,2,D
Warrington Town,Banbury United,2,1,H
Warrington Town,Bishop's Stortford,2,1,H
Warrington Town,Blyth Spartans,0,2,A
Warrington Town,Boston United,0,0,D
Warrington Town,Brackley Town,2,2,D
Warrington Town,Buxton,1,0,H
Warrington Town,Chester,1,0,H
Warrington Town,Chorley,2,1,H
Warrington Town,Curzon Ashton,1,4,A
Warrington Town,Darlington,1,3,A
Warrington Town,Farsley Celtic,1,1,D
Warrington Town,Gloucester City,1,2,A
Warrington Town,Hereford,1,2,A
Warrington Town,King's Lynn Town,1,0,H
Warrington Town,Peterborough Sports,0,1,A
Warrington Town,Rushall Olympic,2,1,H
Warrington Town,Scarborough Athletic,4,0,H
Warrington Town,Scunthorpe United,0,2,A
Warrington Town,South Shields,2,2,D
Warrington Town,Southport,0,3,A
Warrington Town,Spennymoor Town,3,3,D
Warrington Town,Tamworth,0,3,A
